UserID,Age,PreferredGenre,WatchHours,LoginPerWeek,CompletionRate
2455,38,Documentary,117,2,70
2456,40,Action,97,2,74
2457,23,Kids,53,2,87
2458,57,Documentary,31,2,83
2459,45,Kids,111,5,83
2460,45,Romance,85,1,87
2461,51,Comedy,60,6,75
2462,28,Romance,8,3,94
2463,48,Kids,23,3,41
2464,23,Action,36,7,49
2465,37,Action,97,3,91
2466,37,Comedy,15,6,82
2467,44,Kids,12,1,88
2468,23,Action,60,6,58
2469,30,Comedy,49,6,56
2470,48,Action,69,2,89
2471,38,Drama,109,4,86
2472,29,Kids,56,3,62
2473,38,Drama,116,7,95
2474,44,Sci-Fi,91,3,89
2475,51,Documentary,75,5,43
2476,21,Comedy,115,4,84
2477,23,Sci-Fi,45,7,93
2478,35,Romance,92,4,86
2479,42,Romance,49,1,80
2480,33,Romance,85,5,80
2481,24,Documentary,85,6,78
2482,30,Horror,48,3,75
2483,29,Sci-Fi,42,7,63
2484,43,Action,120,1,79
2485,42,Horror,12,3,68
2486,55,Kids,92,3,61
2487,40,Drama,20,1,46
2488,55,Comedy,112,3,56
2489,39,Romance,82,4,92
2490,55,Drama,33,6,52
2491,24,Drama,67,4,91
2492,44,Comedy,113,3,73
2493,27,Drama,37,3,56
2494,31,Kids,93,5,63
2495,54,Comedy,9,1,44
2496,51,Sci-Fi,102,2,71
2497,43,Romance,47,7,40
2498,32,Documentary,117,7,90
2499,59,Horror,77,5,58
2500,20,Comedy,97,2,70
2501,55,Drama,113,2,51
2502,57,Comedy,81,5,45
2503,21,Romance,84,1,96
2504,50,Documentary,113,4,70
2505,48,Documentary,51,3,74
2506,21,Sci-Fi,15,2,72
2507,33,Action,93,7,47
2508,40,Romance,47,4,54
2509,37,Sci-Fi,29,5,50
2510,39,Kids,71,5,87
2511,29,Documentary,16,1,57
2512,39,Romance,6,3,50
2513,30,Documentary,91,4,43
2514,49,Comedy,106,1,77
2515,51,Comedy,113,5,73
2516,31,Comedy,37,1,59
2517,57,Romance,72,4,64
2518,50,Action,89,1,49
2519,18,Drama,5,2,87
2520,23,Drama,87,2,63
2521,18,Romance,97,3,78
2522,45,Action,107,1,76
2523,36,Kids,62,5,83
2524,20,Romance,108,2,63
2525,25,Horror,54,5,40
2526,28,Drama,68,4,54
2527,21,Documentary,20,2,84
2528,56,Action,65,1,93
2529,30,Romance,82,2,82
2530,46,Action,17,7,89
2531,44,Action,68,4,45
2532,45,Comedy,39,3,57
2533,38,Documentary,93,2,86
2534,21,Drama,106,6,48
2535,33,Documentary,44,4,89
2536,25,Horror,45,5,85
2537,60,Kids,45,6,68
2538,47,Drama,77,2,97
2539,48,Romance,20,4,88
2540,36,Horror,19,6,81
2541,26,Horror,81,4,43
2542,19,Sci-Fi,39,2,87
2543,44,Comedy,111,5,81
2544,18,Comedy,91,2,47
2545,40,Drama,39,4,92
2546,20,Documentary,42,2,54
2547,50,Horror,105,1,89
2548,54,Drama,103,5,47
2549,39,Romance,24,1,97
2550,25,Kids,110,4,76
2551,31,Sci-Fi,120,6,44
2552,40,Sci-Fi,59,7,63
2553,34,Drama,98,6,51
2554,29,Action,88,4,67
2555,20,Sci-Fi,82,6,94
2556,43,Horror,116,4,87
2557,35,Comedy,23,6,99
2558,59,Drama,82,1,43
2559,49,Horror,90,7,92
2560,31,Horror,107,6,69
2561,55,Drama,18,3,91
2562,34,Documentary,71,5,45
2563,54,Drama,64,7,94
2564,25,Comedy,54,1,98
2565,27,Documentary,65,5,55
2566,53,Drama,74,7,66
2567,38,Comedy,50,1,50
2568,30,Kids,45,3,71
2569,56,Comedy,87,4,99
2570,40,Sci-Fi,110,6,71
2571,47,Comedy,108,6,82
2572,25,Kids,94,3,60
2573,53,Drama,120,3,95
2574,47,Sci-Fi,40,4,78
2575,30,Comedy,13,1,88
2576,38,Sci-Fi,38,4,90
2577,35,Documentary,88,1,52
2578,41,Kids,73,5,77
2579,40,Romance,24,6,95
2580,29,Comedy,89,2,78
2581,31,Horror,105,5,68
2582,27,Romance,105,6,48
2583,48,Action,59,5,48
2584,45,Horror,7,4,75
2585,39,Romance,9,5,94
2586,29,Romance,55,1,46
2587,33,Romance,6,6,85
2588,48,Documentary,90,1,86
2589,37,Horror,62,1,84
2590,30,Action,36,3,89
2591,45,Horror,112,2,53
2592,38,Horror,44,1,53
2593,26,Action,96,6,85
2594,57,Romance,95,1,72
2595,19,Action,30,6,89
2596,44,Romance,13,6,95
2597,42,Drama,10,3,75
2598,60,Romance,30,4,62
2599,29,Comedy,92,2,62
2600,43,Horror,96,3,52
2601,29,Kids,85,3,60
2602,18,Drama,36,6,55
2603,18,Kids,105,2,75
2604,50,Horror,85,5,58
2605,33,Sci-Fi,43,4,76
2606,28,Comedy,94,3,83
2607,38,Action,99,3,91
2608,28,Comedy,102,1,96
2609,50,Comedy,76,3,87
2610,26,Comedy,20,2,64
2611,20,Drama,26,1,81
2612,25,Kids,97,1,86
2613,49,Romance,120,2,52
2614,32,Horror,10,2,86
2615,60,Sci-Fi,84,4,84
2616,50,Drama,114,1,96
2617,23,Romance,22,3,48
2618,26,Documentary,105,4,51
2619,30,Kids,25,1,50
2620,39,Documentary,77,6,65
2621,48,Romance,9,1,59
2622,20,Documentary,10,6,77
2623,22,Romance,119,4,79
2624,44,Drama,116,2,99
2625,35,Sci-Fi,54,2,40
2626,31,Drama,114,4,45
2627,26,Horror,93,7,55
2628,23,Romance,93,3,71
2629,25,Romance,42,6,66
2630,55,Kids,109,5,61
2631,22,Comedy,32,6,70
2632,22,Drama,105,1,96
2633,20,Comedy,30,4,97
2634,59,Comedy,79,2,51
2635,24,Kids,13,2,65
2636,35,Drama,56,7,48
2637,38,Horror,41,4,85
2638,21,Romance,107,4,99
2639,35,Horror,57,1,50
2640,18,Comedy,16,4,60
2641,49,Drama,63,4,86
2642,34,Comedy,120,6,68
2643,41,Drama,94,7,41
2644,25,Horror,29,6,89
2645,19,Documentary,60,6,89
2646,24,Sci-Fi,78,4,79
2647,34,Comedy,111,2,69
2648,42,Action,46,5,63
2649,46,Horror,40,4,91
2650,29,Romance,13,1,49
2651,42,Documentary,95,3,49
2652,30,Horror,83,1,78
2653,41,Action,32,6,68
2654,40,Drama,54,6,84
2655,19,Romance,20,2,76
2656,45,Romance,15,1,81
2657,33,Comedy,112,7,72
2658,25,Action,35,2,87
2659,22,Documentary,109,6,67
2660,47,Romance,83,3,51
2661,57,Documentary,89,4,75
2662,36,Drama,102,6,89
2663,29,Romance,92,5,42
2664,21,Comedy,98,4,40
2665,26,Comedy,97,4,61
2666,34,Comedy,63,7,83
2667,46,Horror,45,2,98
2668,28,Romance,91,1,50
2669,42,Comedy,92,3,92
2670,49,Comedy,110,6,78
2671,51,Horror,90,4,50
2672,56,Sci-Fi,73,7,46
2673,36,Horror,11,4,84
2674,34,Action,38,7,68
2675,30,Action,82,4,70
2676,55,Documentary,111,7,69
2677,19,Romance,89,7,64
2678,33,Drama,73,4,55
2679,29,Action,63,2,41
2680,22,Sci-Fi,26,6,57
2681,56,Comedy,7,3,69
2682,46,Comedy,46,7,93
2683,29,Horror,108,1,62
2684,29,Drama,82,3,45
2685,41,Comedy,87,2,98
2686,53,Action,27,4,72
2687,21,Horror,87,4,84
2688,59,Romance,96,5,58
2689,21,Drama,120,2,71
2690,54,Documentary,24,7,48
2691,23,Sci-Fi,16,7,70
2692,42,Documentary,78,2,52
2693,58,Drama,98,7,93
2694,40,Kids,96,4,68
2695,50,Kids,62,1,45
2696,25,Drama,115,2,56
2697,55,Kids,28,7,54
2698,20,Horror,40,5,75
2699,42,Sci-Fi,56,6,59
2700,19,Comedy,53,1,47
2701,34,Action,106,7,46
2702,53,Comedy,103,1,98
2703,25,Romance,49,3,71
2704,39,Horror,71,5,43
2705,41,Romance,86,1,41
2706,57,Documentary,26,3,56
2707,26,Action,90,2,84
2708,24,Kids,16,7,64
2709,47,Horror,44,6,54
2710,39,Horror,120,3,54
2711,48,Comedy,90,4,70
2712,44,Drama,86,5,93
2713,33,Sci-Fi,54,5,86
2714,43,Kids,8,3,92
2715,19,Drama,70,5,44
2716,48,Drama,63,1,50
2717,33,Drama,24,7,89
2718,37,Romance,100,2,73
2719,39,Action,56,4,100
2720,27,Action,107,5,98
2721,36,Kids,81,1,53
2722,25,Drama,28,1,82
2723,33,Documentary,89,5,88
2724,47,Action,100,5,99
2725,26,Drama,62,5,65
2726,38,Romance,96,2,45
2727,45,Comedy,107,2,70
2728,25,Horror,9,3,94
2729,29,Drama,44,4,84
2730,25,Romance,57,6,72
2731,51,Drama,115,3,57
2732,51,Action,94,6,66
2733,56,Action,62,4,44
2734,32,Sci-Fi,22,4,51
2735,22,Sci-Fi,117,6,64
2736,46,Documentary,115,2,63
2737,20,Romance,25,3,65
2738,53,Comedy,75,6,76
2739,43,Action,55,7,73
2740,60,Action,102,1,84
2741,43,Horror,117,6,52
2742,26,Sci-Fi,5,3,56
2743,52,Action,66,2,47
2744,54,Horror,112,7,40
2745,47,Romance,51,1,94
2746,51,Action,16,2,90
2747,57,Horror,92,7,56
2748,30,Kids,109,5,64
2749,19,Kids,101,1,88
2750,25,Sci-Fi,5,4,100
2751,44,Horror,47,4,45
2752,54,Romance,79,4,91
2753,47,Documentary,91,1,45
2754,59,Sci-Fi,70,1,49
2755,20,Kids,92,3,83
2756,48,Romance,86,4,58
2757,38,Sci-Fi,36,6,94
2758,26,Documentary,30,3,94
2759,48,Sci-Fi,56,7,71
2760,34,Horror,62,5,47
2761,32,Romance,115,1,56
2762,52,Action,48,3,46
2763,21,Romance,34,5,73
2764,54,Drama,86,1,67
2765,18,Comedy,15,2,88
2766,40,Kids,72,5,95
2767,32,Action,17,5,43
2768,30,Documentary,111,4,43
2769,45,Kids,37,5,59
2770,55,Comedy,119,7,52
2771,28,Romance,81,3,49
2772,36,Action,39,7,88
2773,40,Romance,19,2,93
2774,19,Drama,75,1,91
2775,40,Documentary,104,4,75
2776,22,Action,93,3,85
2777,32,Drama,79,7,74
2778,57,Comedy,61,2,83
2779,45,Documentary,110,5,81
2780,23,Documentary,62,7,87
2781,36,Comedy,105,2,56
2782,33,Action,48,7,42
2783,19,Drama,24,5,43
2784,42,Drama,85,7,55
2785,52,Romance,62,4,100
2786,44,Documentary,14,2,58
2787,48,Action,88,5,40
2788,43,Horror,52,7,86
2789,21,Action,117,3,59
2790,39,Action,34,4,49
2791,43,Comedy,14,6,55
2792,59,Comedy,94,1,84
2793,41,Kids,97,6,57
2794,33,Romance,11,3,83
2795,48,Sci-Fi,50,3,59
2796,34,Romance,68,4,74
2797,33,Action,111,3,56
2798,41,Romance,46,1,48
2799,27,Comedy,36,1,41
2800,27,Comedy,5,5,76
2801,34,Horror,56,4,76
2802,38,Sci-Fi,35,6,44
2803,28,Romance,90,2,72
2804,33,Romance,99,4,66
2805,55,Kids,95,3,40
2806,44,Comedy,80,7,51
2807,21,Action,114,1,41
2808,33,Action,37,1,43
2809,28,Comedy,97,5,76
2810,59,Kids,30,7,64
2811,40,Romance,99,3,50
2812,56,Documentary,115,2,97
2813,39,Drama,95,4,81
2814,58,Sci-Fi,30,6,72
2815,42,Documentary,44,6,79
2816,27,Comedy,19,2,61
2817,29,Action,117,4,68
2818,27,Action,98,3,96
2819,21,Romance,68,3,76
2820,46,Comedy,49,4,98
2821,43,Drama,117,3,72
2822,22,Kids,83,7,65
2823,19,Romance,103,4,70
2824,22,Romance,70,6,87
2825,54,Sci-Fi,118,5,82
2826,20,Horror,119,3,72
2827,19,Comedy,28,3,68
2828,41,Action,20,6,74
2829,37,Comedy,57,4,75
2830,45,Kids,12,4,67
2831,52,Horror,16,3,59
2832,53,Sci-Fi,96,5,83
2833,28,Kids,65,6,51
2834,22,Documentary,79,2,64
2835,34,Romance,99,7,58
2836,30,Documentary,61,5,70
2837,40,Comedy,97,7,59
2838,36,Action,78,4,54
2839,35,Action,52,2,88
2840,32,Horror,120,4,86
2841,45,Drama,18,4,65
2842,55,Action,48,4,64
2843,24,Comedy,118,7,71
2844,25,Drama,106,7,47
2845,23,Romance,82,1,75
2846,37,Documentary,16,3,80
2847,48,Romance,68,1,68
2848,22,Horror,110,7,83
2849,54,Action,11,5,67
2850,22,Drama,97,6,78
2851,19,Romance,23,3,53
2852,31,Sci-Fi,40,3,65
2853,48,Comedy,13,1,42
2854,27,Horror,5,3,86
2855,49,Romance,14,3,66
2856,48,Sci-Fi,86,1,65
2857,45,Documentary,9,2,88
2858,27,Sci-Fi,107,7,45
2859,25,Sci-Fi,63,3,80
2860,45,Horror,99,7,85
2861,26,Documentary,69,5,88
2862,28,Romance,85,7,66
2863,22,Kids,96,1,66
2864,55,Romance,7,7,89
2865,48,Drama,25,5,75
2866,42,Documentary,104,5,52
2867,25,Action,69,3,87
2868,52,Action,52,2,49
2869,60,Comedy,91,3,48
2870,20,Action,97,6,53
2871,54,Horror,31,6,40
2872,34,Comedy,22,3,48
2873,55,Action,9,3,48
2874,55,Kids,18,7,95
2875,46,Romance,60,3,88
2876,42,Sci-Fi,114,2,86
2877,57,Action,112,7,43
2878,23,Documentary,49,5,70
2879,40,Kids,60,7,92
2880,53,Romance,52,6,57
2881,58,Sci-Fi,18,2,49
2882,21,Comedy,36,4,70
2883,24,Horror,83,1,86
2884,52,Kids,15,1,70
2885,41,Romance,41,6,87
2886,53,Action,72,4,91
2887,46,Documentary,24,4,43
2888,59,Kids,6,6,89
2889,29,Horror,117,1,98
2890,52,Documentary,49,1,71
2891,39,Drama,72,4,45
2892,34,Comedy,107,6,61
2893,53,Drama,96,7,42
2894,58,Romance,113,7,56
2895,49,Drama,75,3,94
2896,29,Action,29,5,73
2897,33,Action,91,5,91
2898,33,Sci-Fi,108,1,61
2899,38,Sci-Fi,69,4,89
2900,60,Kids,69,3,69
2901,41,Documentary,45,1,95
2902,38,Horror,120,1,66
2903,58,Romance,46,5,51
2904,24,Documentary,17,3,89
2905,39,Sci-Fi,86,4,44
2906,29,Comedy,43,7,64
2907,28,Kids,117,1,97
2908,46,Sci-Fi,5,1,58
2909,31,Action,58,1,83
2910,19,Horror,85,3,48
2911,28,Drama,57,6,100
2912,23,Documentary,114,3,58
2913,38,Sci-Fi,24,4,97
2914,53,Sci-Fi,107,6,94
2915,39,Kids,78,2,80
2916,32,Comedy,109,4,42
2917,52,Comedy,102,5,95
2918,23,Sci-Fi,43,4,83
2919,59,Documentary,104,5,53
2920,60,Sci-Fi,73,7,61
2921,59,Comedy,109,6,52
2922,29,Horror,17,5,66
2923,59,Comedy,108,2,91
2924,48,Comedy,75,4,58
2925,57,Action,58,6,99
2926,59,Comedy,60,3,66
2927,44,Drama,26,5,79
2928,32,Horror,58,3,77
2929,39,Kids,91,1,87
2930,34,Documentary,120,5,50
2931,49,Romance,34,5,97
2932,47,Sci-Fi,87,6,52
2933,49,Horror,98,5,52
2934,23,Sci-Fi,58,7,54
2935,49,Horror,32,1,64
2936,33,Sci-Fi,46,5,70
2937,28,Romance,89,3,92
2938,32,Kids,21,7,52
2939,35,Kids,94,6,59
2940,56,Action,89,3,75
2941,32,Romance,89,1,98
2942,27,Sci-Fi,106,6,79
2943,53,Kids,59,6,95
2944,20,Comedy,109,2,46
2945,58,Comedy,16,3,84
2946,43,Sci-Fi,70,3,92
2947,30,Sci-Fi,90,4,83
2948,47,Horror,64,1,97
2949,48,Action,66,7,49
2950,23,Sci-Fi,29,5,44
2951,22,Romance,35,2,48
2952,31,Kids,11,6,65
2953,35,Romance,44,7,46
2954,41,Horror,102,7,41
2955,41,Sci-Fi,81,5,95
2956,32,Sci-Fi,111,4,93
2957,52,Drama,52,2,66
2958,25,Drama,39,4,72
2959,42,Comedy,19,1,79
2960,37,Sci-Fi,21,1,56
2961,40,Documentary,89,4,60
2962,48,Documentary,91,5,82
2963,57,Sci-Fi,51,1,82
2964,47,Documentary,19,5,86
2965,43,Drama,50,4,95
2966,42,Sci-Fi,118,7,47
2967,30,Romance,71,3,88
2968,20,Documentary,81,4,83
2969,59,Action,88,6,78
2970,24,Romance,45,6,97
2971,30,Drama,19,6,60
2972,49,Documentary,95,5,60
2973,32,Romance,22,2,72
2974,53,Action,6,2,87
2975,25,Sci-Fi,35,6,63
2976,44,Sci-Fi,102,3,48
2977,40,Kids,37,3,86
2978,51,Sci-Fi,13,4,72
2979,57,Romance,79,6,43
2980,60,Action,13,7,75
2981,29,Comedy,9,1,72
2982,36,Comedy,15,6,70
2983,50,Romance,114,5,97
2984,53,Comedy,40,2,69
2985,33,Drama,28,4,86
2986,27,Horror,111,3,91
2987,43,Kids,98,4,79
2988,21,Kids,54,7,76
2989,54,Documentary,28,4,93
2990,50,Sci-Fi,66,7,75
2991,52,Comedy,31,1,85
2992,51,Kids,57,1,44
2993,48,Romance,95,6,91
2994,42,Kids,73,7,75
2995,38,Comedy,9,3,80
2996,30,Kids,9,6,90
2997,49,Documentary,47,7,52
2998,55,Documentary,23,3,77
2999,47,Romance,68,1,41
3000,49,Romance,89,6,97
3001,30,Drama,37,5,66
3002,48,Sci-Fi,59,4,66
3003,21,Documentary,39,3,98
3004,59,Comedy,50,6,40
3005,33,Drama,89,5,93
3006,26,Romance,52,1,99
3007,56,Kids,23,3,45
3008,45,Kids,17,4,48
3009,44,Horror,58,4,62
3010,33,Horror,44,2,44
3011,58,Kids,23,4,80
3012,21,Horror,78,5,79
3013,56,Horror,82,3,58
3014,25,Comedy,21,7,73
3015,50,Horror,92,6,75
3016,22,Comedy,32,5,95
3017,34,Drama,114,5,87
3018,37,Romance,111,4,40
3019,58,Horror,100,1,59
3020,46,Kids,115,4,89
3021,48,Horror,96,7,69
3022,27,Kids,102,2,85
3023,44,Drama,60,1,72
3024,30,Horror,100,5,47
3025,33,Sci-Fi,67,2,78
3026,44,Drama,12,7,72
3027,23,Drama,51,4,79
3028,25,Horror,71,3,71
3029,52,Kids,69,2,47
3030,54,Comedy,101,2,92
3031,49,Drama,77,6,50
3032,26,Romance,116,4,68
3033,20,Drama,96,6,77
3034,55,Horror,5,5,99
3035,54,Action,109,1,59
3036,19,Comedy,22,2,61
3037,42,Sci-Fi,116,3,87
3038,28,Sci-Fi,92,7,89
3039,56,Sci-Fi,80,3,61
3040,26,Documentary,39,4,76
3041,55,Drama,77,5,70
3042,24,Drama,34,1,52
3043,59,Romance,99,7,74
3044,18,Comedy,71,5,64
3045,58,Horror,107,4,77
3046,47,Romance,60,7,68
3047,57,Documentary,106,5,45
3048,46,Horror,17,6,48
3049,55,Horror,81,3,91
3050,23,Comedy,54,4,90
3051,50,Action,103,7,100
3052,24,Horror,101,4,59
3053,19,Comedy,101,1,82
3054,38,Comedy,97,1,67
3055,51,Romance,30,7,97
3056,48,Drama,70,1,72
3057,38,Action,21,3,96
3058,26,Documentary,90,1,74
3059,29,Kids,85,5,90
3060,27,Romance,49,1,40
3061,40,Action,25,7,71
3062,53,Action,75,7,67
3063,28,Romance,57,5,62
3064,29,Horror,62,6,79
3065,31,Sci-Fi,109,3,71
3066,23,Drama,101,7,96
3067,28,Kids,34,1,74
3068,46,Romance,110,6,67
3069,18,Romance,94,4,86
3070,18,Horror,32,1,68
3071,40,Comedy,69,5,53
3072,35,Sci-Fi,105,3,73
3073,45,Drama,44,6,89
3074,47,Drama,111,6,92
3075,19,Horror,107,7,45
3076,36,Sci-Fi,7,1,75
3077,20,Comedy,84,1,74
3078,19,Kids,105,5,94
3079,26,Horror,14,2,96
3080,52,Kids,59,2,46
3081,60,Action,91,7,64
3082,57,Kids,15,1,92
3083,20,Comedy,14,3,72
3084,26,Horror,27,5,100
3085,58,Comedy,62,7,78
3086,49,Comedy,88,6,54
3087,24,Drama,107,6,59
3088,37,Horror,72,3,86
3089,32,Documentary,65,2,53
3090,39,Drama,48,3,47
3091,32,Documentary,73,5,73
3092,30,Action,78,3,50
3093,35,Sci-Fi,72,2,44
3094,37,Sci-Fi,77,7,91
3095,22,Sci-Fi,99,6,70
3096,54,Drama,71,6,95
3097,39,Action,89,3,77
3098,44,Kids,114,4,85
3099,50,Romance,43,5,56
3100,56,Kids,51,6,69
3101,18,Action,21,4,65
3102,26,Drama,5,1,43
3103,33,Romance,57,2,53
3104,43,Action,49,6,59
3105,40,Kids,43,2,74
3106,23,Romance,30,6,47
3107,56,Comedy,43,3,52
3108,40,Drama,109,3,64
3109,37,Romance,97,1,77
3110,35,Horror,83,7,80
3111,45,Kids,52,6,100
3112,34,Documentary,41,7,57
3113,41,Kids,67,1,48
3114,27,Horror,87,5,89
3115,48,Comedy,85,3,90
3116,49,Kids,91,1,45
3117,34,Kids,54,3,95
3118,51,Horror,67,4,65
3119,25,Documentary,63,3,81
3120,58,Romance,71,6,71
3121,52,Action,102,6,52
3122,18,Kids,70,1,91
3123,55,Drama,13,7,77
3124,57,Romance,62,3,100
3125,30,Horror,58,6,75
3126,48,Comedy,28,6,66
3127,30,Sci-Fi,24,2,68
3128,47,Romance,95,4,79
3129,54,Romance,29,2,61
3130,27,Horror,95,2,88
3131,39,Drama,48,1,57
3132,44,Horror,72,6,81
3133,47,Sci-Fi,116,7,51
3134,32,Comedy,65,4,66
3135,48,Documentary,43,5,84
3136,42,Horror,16,7,57
3137,37,Romance,51,4,86
3138,46,Romance,109,3,46
3139,41,Action,82,1,84
3140,21,Horror,25,5,79
3141,54,Kids,104,3,68
3142,30,Sci-Fi,85,4,71
3143,27,Romance,95,6,55
3144,39,Documentary,101,7,98
3145,20,Action,46,7,96
3146,52,Horror,56,1,58
3147,30,Drama,97,1,67
3148,44,Comedy,46,3,81
3149,31,Romance,90,7,74
3150,19,Drama,99,5,46
3151,52,Kids,111,6,64
3152,38,Romance,40,4,55
3153,51,Sci-Fi,58,1,46
3154,59,Action,79,1,68
3155,35,Action,100,3,95
3156,35,Horror,13,1,54
3157,37,Sci-Fi,70,5,48
3158,46,Documentary,88,4,82
3159,22,Horror,48,2,74
3160,31,Horror,92,3,99
3161,52,Drama,19,3,83
3162,30,Horror,59,6,94
3163,23,Sci-Fi,61,7,48
3164,49,Horror,91,7,95
3165,40,Romance,29,7,52
3166,46,Horror,79,1,61
3167,53,Kids,44,7,98
3168,29,Documentary,68,6,76
3169,31,Kids,71,2,98
3170,32,Sci-Fi,89,5,79
3171,36,Action,112,2,91
3172,28,Horror,23,6,94
3173,47,Drama,117,6,51
3174,39,Sci-Fi,45,2,100
3175,55,Sci-Fi,17,7,51
3176,28,Comedy,8,1,71
3177,57,Horror,35,2,100
3178,28,Documentary,72,2,46
3179,58,Drama,81,7,41
3180,39,Romance,78,3,50
3181,18,Comedy,78,6,40
3182,24,Romance,78,5,40
3183,33,Drama,117,6,52
3184,27,Documentary,21,1,89
3185,57,Romance,101,2,45
3186,42,Documentary,24,1,83
3187,50,Romance,74,1,50
3188,48,Kids,71,5,56
3189,42,Drama,82,1,46
3190,34,Horror,6,1,66
3191,26,Kids,117,7,86
3192,57,Drama,116,3,97
3193,37,Horror,5,7,99
3194,29,Horror,51,2,80
3195,39,Action,75,2,71
3196,35,Kids,62,3,65
3197,52,Sci-Fi,42,1,50
3198,28,Documentary,29,2,51
3199,26,Action,7,4,68
3200,36,Romance,77,3,61
3201,20,Comedy,77,7,65
3202,54,Drama,108,7,58
3203,26,Documentary,29,3,58
3204,27,Drama,113,7,53
3205,23,Kids,115,4,45
3206,23,Action,111,7,45
3207,38,Action,75,3,69
3208,59,Documentary,55,4,91
3209,59,Sci-Fi,99,7,64
3210,37,Documentary,97,4,51
3211,47,Kids,73,4,64
3212,41,Documentary,21,7,92
3213,32,Documentary,117,6,80
3214,32,Documentary,19,3,84
3215,28,Kids,47,1,87
3216,40,Comedy,12,2,81
3217,58,Horror,107,5,75
3218,56,Comedy,66,6,96
3219,56,Documentary,63,2,86
3220,39,Action,39,4,92
3221,28,Romance,66,1,65
3222,46,Drama,30,5,85
3223,40,Kids,118,4,91
3224,42,Horror,91,4,63
3225,23,Drama,109,4,71
3226,20,Kids,116,2,97
3227,24,Comedy,100,7,72
3228,19,Documentary,92,2,43
3229,39,Sci-Fi,33,3,59
3230,24,Action,89,1,77
3231,51,Documentary,18,6,73
3232,59,Action,45,2,84
3233,51,Sci-Fi,33,7,57
3234,24,Horror,82,5,77
3235,50,Kids,12,4,56
3236,26,Horror,19,6,48
3237,25,Drama,47,5,85
3238,42,Drama,107,6,62
3239,20,Kids,59,5,71
3240,24,Kids,15,7,42
3241,33,Horror,54,6,68
3242,24,Horror,88,5,85
3243,37,Horror,117,5,81
3244,27,Drama,110,2,73
3245,29,Action,7,7,80
3246,57,Drama,7,4,46
3247,20,Horror,83,2,90
3248,52,Kids,20,2,81
3249,46,Horror,119,1,57
3250,18,Action,32,1,77
3251,46,Action,28,3,64
3252,31,Drama,114,4,46
3253,34,Documentary,76,5,82
3254,31,Romance,14,1,42
3255,34,Horror,76,1,51
3256,33,Documentary,99,5,86
3257,39,Sci-Fi,10,7,53
3258,60,Documentary,91,5,50
3259,50,Romance,70,5,76
3260,40,Kids,110,5,48
3261,43,Drama,83,1,66
3262,48,Horror,116,7,66
3263,27,Sci-Fi,40,1,82
3264,47,Drama,48,2,99
3265,57,Action,73,4,63
3266,35,Action,67,3,49
3267,33,Comedy,109,2,80
3268,51,Romance,118,2,67
3269,21,Action,93,2,54
3270,43,Kids,83,2,70
3271,23,Sci-Fi,117,1,82
3272,49,Comedy,68,2,41
3273,47,Kids,94,4,57
3274,45,Kids,18,7,81
3275,59,Documentary,77,7,52
3276,21,Sci-Fi,37,7,85
3277,50,Drama,61,6,97
3278,29,Sci-Fi,74,6,65
3279,45,Documentary,53,2,97
3280,52,Drama,119,1,72
3281,30,Drama,11,3,53
3282,38,Action,48,3,77
3283,44,Comedy,52,4,82
3284,36,Sci-Fi,38,7,79
3285,33,Kids,45,4,57
3286,18,Horror,20,1,84
3287,20,Action,83,3,66
3288,26,Romance,48,7,78
3289,40,Drama,27,5,100
3290,19,Romance,9,4,49
3291,48,Action,20,7,98
3292,51,Romance,115,3,99
3293,21,Drama,30,1,47
3294,23,Comedy,69,6,58
3295,47,Kids,75,6,65
3296,24,Action,120,7,70
3297,23,Sci-Fi,120,1,79
3298,51,Drama,9,1,90
3299,20,Comedy,66,4,97
3300,21,Drama,71,6,41
3301,52,Action,116,2,96
3302,32,Kids,14,4,98
3303,22,Action,62,1,51
3304,44,Kids,34,7,54
3305,43,Romance,10,7,52
3306,31,Drama,93,3,86
3307,22,Kids,117,4,57
3308,54,Drama,52,7,51
3309,44,Drama,31,3,53
3310,53,Drama,105,6,74
3311,54,Action,33,3,77
3312,57,Comedy,43,2,97
3313,43,Kids,84,6,97
3314,33,Horror,65,5,43
3315,41,Action,79,2,94
3316,38,Documentary,72,2,78
3317,48,Horror,61,4,83
3318,43,Documentary,9,7,76
3319,41,Sci-Fi,112,6,75
3320,25,Documentary,92,2,50
3321,40,Drama,103,4,66
3322,35,Horror,97,3,58
3323,45,Drama,87,5,66
3324,51,Romance,72,1,64
3325,28,Kids,96,6,52
3326,46,Drama,79,1,42
3327,34,Comedy,76,2,59
3328,21,Documentary,68,3,96
3329,24,Sci-Fi,14,7,86
3330,51,Documentary,91,1,44
3331,55,Drama,70,1,68
3332,51,Action,96,2,76
3333,49,Kids,100,7,86
3334,18,Documentary,95,5,41
3335,48,Romance,35,2,45
3336,57,Romance,31,5,76
3337,26,Romance,96,1,45
3338,34,Comedy,18,4,85
3339,45,Kids,118,3,100
3340,58,Comedy,59,6,44
3341,49,Romance,118,7,82
3342,41,Drama,101,3,47
3343,47,Comedy,54,1,69
3344,27,Romance,120,3,52
3345,46,Horror,93,6,85
3346,49,Drama,7,4,56
3347,28,Action,55,1,82
3348,23,Kids,65,2,61
3349,31,Comedy,89,6,87
3350,60,Documentary,105,3,49
3351,40,Comedy,9,4,43
